Merchant Number - Business Name,Transaction Date,Terminal ID,System Batch Number,Device Batch Number,Request Amount,Settle Amount,Card Number,Card Product,Ext Card Type,Auth Code,System Trace Audit Number,Retrieval Reference,Message Type,Transaction Type,Extended Transaction Type,Transaction Paid,Pos Entry Mode,Device Serial,store,Batch Screening Status,Transaction Screening Status,Date Payment Extract,UTI,Online Reference Number,Issuing Bank,BIN,Processing,Product Type,Decline Reason
M002 - Merchant Bravo Retail,2025-07-08T15:47:35,TID1941,70204,9930,855.02,855.02,308319******9212,Diners,Credit,402015.0,100075,866930803361,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0002,Store F,Pass,Pass,2025-07-10,UTI-372C16136E1A,ONR-D31A3D3CC9,TymeBank,308319,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-08-08T03:46:35,TID3976,89251,8907,661.37,661.37,485026******1605,Visa,Debit,582838.0,100076,634845424870,Financial,Purchase,Contactless,Yes,Contactless,DS-0002,Store C,Pass,Pass,2025-08-10,UTI-1EB8D34DEF3B,ONR-989673E2F3,FNB,485026,3DS,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-07-27T21:05:35,TID5547,53358,3199,651.14,651.14,657694******9348,Discover,Credit,735490.0,100077,886900830700,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0002,Store D,Pass,Pass,2025-07-27,UTI-4DBF3424B79C,ONR-BE0016427B,Standard Bank,657694,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-07-07T01:40:35,TID2470,66396,7014,635.51,635.51,476105******4616,Visa,Credit,225661.0,100078,464494655345,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0002,Store E,Fail,Pass,2025-07-08,UTI-38F5BDFEA80E,ONR-BF96B05678,Standard Bank,476105,Offline,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-07-13T13:01:35,TID9915,88425,8956,531.71,531.71,461430******2044,Visa,Unknown,569875.0,100079,140603271138,Financial,Purchase,Chip,Yes,Ecommerce,DS-0002,Store F,Pass,Pass,2025-07-15,UTI-D721143D1802,ONR-6916143BBC,ABSA,461430,3DS,Unknown,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-05-16T07:38:35,TID8511,94324,2401,665.5,665.5,509857******3971,Mastercard,Credit,971876.0,100080,184857448139,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0002,Store B,Pass,Pass,2025-05-16,UTI-286B94E7D230,ONR-E8A516FA62,ABSA,509857,3DS,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-08-11T17:21:35,TID6571,85793,4257,756.51,756.51,499735******3880,Visa,Debit,876293.0,100081,425439126615,Financial,Purchase,Ecommerce,Yes,Ecommerce,DS-0002,Store F,Pass,Pass,2025-08-12,UTI-AE862057B4B1,ONR-C189D8E0BF,TymeBank,499735,Online,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-07-20T02:17:35,TID5014,27426,9375,593.89,593.89,500318******2057,Mastercard,Prepaid,564179.0,100082,238241649283,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0002,Store D,Pass,Pass,2025-07-21,UTI-4B2C6D085207,ONR-BBB1162C19,FNB,500318,Online,Prepaid,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-08-06T00:18:35,TID3347,58349,6940,236.96,236.96,465886******6518,Visa,Debit,658830.0,100083,440478840135,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0002,Store I,Pass,Pass,2025-08-08,UTI-2985FFCC31A6,ONR-01EE9ABBA6,FNB,465886,Offline,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-06-01T14:18:35,TID6878,25677,7055,41.13,41.13,482779******1688,Visa,Debit,196581.0,100084,995333403545,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0002,Store I,Pass,Pass,2025-06-03,UTI-E461E55CCECB,ONR-B83843A255,African Bank,482779,Online,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-05-21T21:45:35,TID7604,63365,3164,368.61,368.61,526059******0173,Mastercard,Debit,772849.0,100085,485352877157,Financial,Purchase,Chip,Yes,Contactless,DS-0002,Store E,Pass,Pass,2025-05-23,UTI-DF7E4B826465,ONR-93B131F4D0,FNB,526059,Online,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-06-24T00:57:35,TID6962,80022,7046,93.22,93.22,373546******8120,Diners,Credit,513738.0,100086,664142484505,Financial,Purchase,Contactless,Yes,Contactless,DS-0002,Store E,Pass,Pass,2025-06-25,UTI-1AF8AF9F78CE,ONR-3ADBA3DCCF,Nedbank,373546,Offline,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-05-25T20:34:35,TID1897,96043,8221,247.63,247.63,413235******1890,Visa,Debit,821987.0,100087,346086731913,Financial,Purchase,Swipe,Yes,Contactless,DS-0002,Store I,Pass,Pass,2025-05-25,UTI-4269FBB3842B,ONR-2943D6EFC2,Standard Bank,413235,Online,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-05-29T07:21:35,TID1629,48052,5329,532.57,532.57,557182******4481,Mastercard,Debit,424729.0,100088,776602638306,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0002,Store D,Pass,Pass,2025-05-31,UTI-30C29BBC2175,ONR-C29E91CCAC,ABSA,557182,Online,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-06-24T09:16:35,TID7308,37266,8743,133.0,0.0,435709******3649,Visa,Debit,,100089,812306339026,Financial,Purchase,Swipe,No,Swipe,DS-0002,Store E,Pass,Pass,,UTI-1F28E82D7D10,ONR-447087245F,Standard Bank,435709,Online,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-06-27T20:10:35,TID5217,54487,5426,28.16,28.16,547568******9894,Mastercard,Credit,206681.0,100090,382913148366,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0002,Store B,Pass,Pass,2025-06-29,UTI-7B481AB837E2,ONR-705AA576B4,African Bank,547568,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-06-23T18:12:35,TID4101,99508,6012,292.91,292.91,421217******0579,Visa,Debit,850707.0,100091,338240539557,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0002,Store A,Pass,Pass,2025-06-23,UTI-D02F77D973B7,ONR-F9753729B4,African Bank,421217,3DS,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-07-28T04:40:35,TID4781,31172,9642,535.38,535.38,325204******9859,Diners,Credit,856953.0,100092,103875198100,Financial,Purchase,Contactless,Yes,Contactless,DS-0002,Store E,Review,Pass,2025-07-28,UTI-1E471F2A93B0,ONR-7E4A8ED392,Capitec,325204,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-08-04T16:08:35,TID5669,75597,8288,103.39,103.39,413371******3715,Visa,Credit,469043.0,100093,984688454381,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0002,Store F,Pass,Pass,2025-08-06,UTI-841AC786D442,ONR-42943BE397,ABSA,413371,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-06-07T00:30:35,TID9935,75682,1782,498.82,498.82,474412******1737,Visa,Credit,672754.0,100094,346720954319,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0002,Store B,Pass,Fail,2025-06-07,UTI-DE52BCFF8C40,ONR-B1E519F83B,FNB,474412,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-08-07T14:06:35,TID3021,46257,8619,733.01,733.01,420017******6391,Visa,Debit,925655.0,100095,880681185533,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0002,Store D,Pass,Pass,2025-08-08,UTI-453D6A2214CB,ONR-92FF80B807,Standard Bank,420017,Online,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-05-27T10:31:35,TID2095,80274,2431,5.0,5.0,599408******1872,Mastercard,Debit,377810.0,100096,554749230063,Financial,Purchase,Swipe,Yes,Swipe,DS-0002,Store F,Pass,Pass,2025-05-28,UTI-D961342CC2E4,ONR-F3D1FB1B83,African Bank,599408,Online,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-07-26T17:29:35,TID3220,79685,7627,1046.74,1046.74,525713******7951,Mastercard,Prepaid,926073.0,100097,987965872175,Financial,Purchase,Chip,Yes,Contactless,DS-0002,Store I,Pass,Pass,2025-07-27,UTI-317D8F3698F0,ONR-33CC4A78B8,ABSA,525713,Online,Prepaid,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-06-10T10:58:35,TID5648,80900,6405,541.13,541.13,634873******2494,Discover,Credit,509909.0,100098,740726029529,Financial,Purchase,Chip,Yes,Contactless,DS-0002,Store H,Pass,Pass,2025-06-10,UTI-07A0E537D6AE,ONR-B90A3D5249,FNB,634873,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-07-28T12:50:35,TID8785,77536,1278,494.61,494.61,449803******7496,Visa,Credit,771460.0,100099,321129768695,Financial,Purchase,Swipe,Yes,Swipe,DS-0002,Store C,Pass,Fail,2025-07-29,UTI-FCD573AD1071,ONR-33C05C1FA1,Nedbank,449803,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-07-18T19:03:35,TID1971,67199,4343,304.76,304.76,571414******0611,Mastercard,Credit,215645.0,100100,975111623139,Financial,Purchase,Swipe,Yes,Swipe,DS-0002,Store G,Fail,Pass,2025-07-18,UTI-976EE4D6549F,ONR-B1A87E2812,Capitec,571414,3DS,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-06-11T01:54:35,TID2905,21985,1809,468.32,0.0,430090******0740,Visa,Credit,,100101,674620774987,Financial,Purchase,Ecommerce,No,Swipe,DS-0002,Store H,Pass,Pass,,UTI-14620114DDCA,ONR-D62162BD24,FNB,430090,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-05-30T23:59:35,TID5208,16140,2527,256.34,256.34,572417******2463,Mastercard,Debit,717444.0,100102,294960127765,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0002,Store J,Fail,Pass,2025-05-30,UTI-871988444A03,ONR-0176FC12E6,African Bank,572417,Online,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-07-06T02:05:35,TID3238,36084,4052,292.48,292.48,554616******9246,Mastercard,Debit,146305.0,100103,178040335278,Financial,Purchase,Swipe,Yes,Contactless,DS-0002,Store B,Pass,Pass,2025-07-07,UTI-FA595E3E259D,ONR-416D1733A4,Capitec,554616,Online,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-07-30T23:33:35,TID8466,51746,5911,169.64,169.64,594540******6196,Mastercard,Debit,575791.0,100104,533432430284,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0002,Store J,Pass,Pass,2025-07-31,UTI-6BF74EF62437,ONR-E12B1C8A60,African Bank,594540,3DS,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-08-10T11:46:35,TID5617,50551,6300,368.58,368.58,411050******6461,Visa,Debit,195002.0,100105,250628499679,Financial,Purchase,Chip,Yes,Contactless,DS-0002,Store E,Pass,Pass,2025-08-12,UTI-FE79C1B9F956,ONR-2403812DC8,FNB,411050,Online,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-06-10T22:54:35,TID7836,23772,3075,448.22,448.22,395174******8496,Amex,Unknown,358202.0,100106,991250278382,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0002,Store H,Pass,Pass,2025-06-12,UTI-F02E7B77F8C8,ONR-0CFE84AB7F,FNB,395174,Online,Unknown,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-08-07T20:33:35,TID3901,28347,4411,636.82,636.82,552394******2415,Mastercard,Unknown,673207.0,100107,604699637105,Financial,Purchase,Ecommerce,Yes,Keyed,DS-0002,Store J,Pass,Pass,2025-08-08,UTI-162B2F58C82F,ONR-2BE4A11A9C,TymeBank,552394,Online,Unknown,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-07-27T14:08:35,TID4001,48166,3975,353.86,353.86,441589******4462,Visa,Credit,598582.0,100108,347527936566,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0002,Store J,Pass,Pass,2025-07-27,UTI-1FD713FA46A7,ONR-A725ADF2A3,TymeBank,441589,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-05-17T20:20:35,TID1200,86390,1923,489.31,0.0,512464******3826,Mastercard,Debit,,100109,235035620423,Financial,Purchase,Ecommerce,No,Swipe,DS-0002,Store A,Pass,Pass,,UTI-5E57C617E1E4,ONR-8A892171E7,Capitec,512464,Online,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-07-08T20:10:35,TID9636,95782,8840,335.8,-335.8,449473******7403,Visa,Credit,392854.0,100110,679608461304,Financial,Refund,Contactless,Yes,Chip+PIN,DS-0002,Store C,Pass,Pass,2025-07-09,UTI-816F90A88F25,ONR-FEA524AB42,Standard Bank,449473,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-05-20T00:26:35,TID1925,87824,5274,181.07,181.07,562108******2235,Mastercard,Credit,259000.0,100111,116074863257,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0002,Store A,Fail,Pass,2025-05-21,UTI-789D5D00F6DC,ONR-8E0B63BAFC,African Bank,562108,3DS,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-07-23T13:32:35,TID7436,97317,2765,295.99,295.99,691570******0666,Discover,Debit,696399.0,100112,167515576616,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0002,Store I,Pass,Pass,2025-07-25,UTI-C82D8CAD4133,ONR-6758668DFB,Nedbank,691570,Offline,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-07-03T22:03:35,TID3809,93507,9724,112.48,112.48,503913******2195,Mastercard,Credit,760730.0,100113,317529638182,Financial,Purchase,Swipe,Yes,Keyed,DS-0002,Store F,Fail,Pass,2025-07-03,UTI-822FC87818CD,ONR-1DE99CDD4A,ABSA,503913,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-07-17T06:08:35,TID6795,98857,5880,511.34,511.34,416683******3100,Visa,Credit,758144.0,100114,858458771924,Financial,Purchase,Contactless,Yes,Contactless,DS-0002,Store A,Fail,Pass,2025-07-18,UTI-3DCEAC480A6C,ONR-86CD0BA5C8,ABSA,416683,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-06-16T15:56:35,TID8964,72052,5402,649.14,649.14,421161******0473,Visa,Credit,496969.0,100115,652947495881,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0002,Store C,Pass,Pass,2025-06-17,UTI-573440DB0AD6,ONR-65F5217D33,FNB,421161,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-05-17T03:10:35,TID5069,32346,4021,499.6,499.6,447803******8468,Visa,Debit,764216.0,100116,804538509082,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0002,Store F,Pass,Pass,2025-05-17,UTI-6427A9BA8A05,ONR-8C681E626F,TymeBank,447803,3DS,Debit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-08-05T05:49:35,TID3562,79269,8087,98.8,98.8,529997******0423,Mastercard,Credit,232068.0,100117,858389159545,Financial,Purchase,Chip,Yes,Contactless,DS-0002,Store F,Pass,Fail,2025-08-05,UTI-E3B8FF1B3357,ONR-C3504708A0,FNB,529997,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-06-27T15:09:35,TID1167,21782,2867,453.67,453.67,309275******0458,Diners,Credit,892800.0,100118,873577712627,Financial,Purchase,Swipe,Yes,Keyed,DS-0002,Store A,Pass,Pass,2025-06-28,UTI-8BA26BEACBE8,ONR-D0E0CF0530,FNB,309275,Online,Credit,00 - Approved or completed successfully
M002 - Merchant Bravo Retail,2025-06-14T12:28:35,TID5775,92067,9787,201.58,201.58,473104******3917,Visa,Credit,263189.0,100119,745076575146,Financial,Purchase,Chip,Yes,Contactless,DS-0002,Store E,Pass,Pass,2025-06-15,UTI-58C48C5A3491,ONR-ED3E38E78F,ABSA,473104,Online,Credit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-07-06T08:49:35,TID3392,29244,1377,463.45,0.0,497054******5533,Visa,Credit,,100120,739323272819,Financial,Purchase,Ecommerce,No,Contactless,DS-0003,Store B,Review,Pass,,UTI-A62231C54B90,ONR-B2F12843EA,Nedbank,497054,Offline,Credit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-05-30T13:11:35,TID2005,56724,8427,98.27,98.27,454630******0734,Visa,Credit,842068.0,100121,351419330974,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0003,Store J,Pass,Pass,2025-05-30,UTI-AC1BBD745602,ONR-D5E5345936,FNB,454630,Online,Credit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-06-15T15:27:35,TID3950,39426,1807,292.66,292.66,422275******9907,Visa,Debit,578640.0,100122,905954119476,Financial,Purchase,Swipe,Yes,Contactless,DS-0003,Store H,Pass,Pass,2025-06-17,UTI-C120E9E87895,ONR-11FE9D52AA,TymeBank,422275,Online,Debit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-06-12T15:41:35,TID1612,93630,5434,321.98,321.98,604700******2765,Discover,Credit,413223.0,100123,348331457836,Financial,Purchase,Chip,Yes,Contactless,DS-0003,Store G,Pass,Pass,2025-06-12,UTI-A0E4F47E7C26,ONR-943D8453B8,Capitec,604700,Online,Credit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-08-11T07:11:35,TID4534,86542,4825,466.92,466.92,512889******4259,Mastercard,Credit,475968.0,100124,609211197436,Financial,Purchase,Chip,Yes,Contactless,DS-0003,Store A,Pass,Pass,2025-08-13,UTI-A19E8DFFAB99,ONR-EC2D3A89B4,Standard Bank,512889,Online,Credit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-08-11T04:07:35,TID1068,80624,5470,426.26,426.26,591195******5582,Mastercard,Debit,417925.0,100125,748936499199,Financial,Purchase,Contactless,Yes,Contactless,DS-0003,Store B,Pass,Pass,2025-08-12,UTI-B0BC139BCA38,ONR-EB2966314D,ABSA,591195,Online,Debit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-06-30T16:30:35,TID5609,36539,3326,619.37,619.37,531392******8946,Mastercard,Credit,628870.0,100126,999788803221,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0003,Store B,Pass,Pass,2025-07-02,UTI-CB87D1D64AA9,ONR-C2FE2A91B5,TymeBank,531392,Online,Credit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-08-06T21:42:35,TID9287,17898,9083,145.85,145.85,316933******3261,Amex,Credit,529870.0,100127,160440109961,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0003,Store D,Pass,Pass,2025-08-08,UTI-82A7F73C2E77,ONR-6184F61581,Standard Bank,316933,Online,Credit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-06-25T00:11:35,TID1846,81918,9547,217.23,217.23,548418******3201,Mastercard,Credit,367181.0,100128,277263588357,Financial,Purchase,Chip,Yes,Contactless,DS-0003,Store E,Pass,Pass,2025-06-26,UTI-B0256853F4CD,ONR-5710EEA6B5,Capitec,548418,Online,Credit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-06-15T23:26:35,TID7234,58050,9976,602.71,602.71,472529******2993,Visa,Debit,584770.0,100129,512538662044,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0003,Store F,Pass,Pass,2025-06-17,UTI-A3E75848E74D,ONR-1F995872D7,TymeBank,472529,Online,Debit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-05-18T13:48:35,TID5568,17287,7510,487.73,487.73,556964******7544,Mastercard,Debit,132787.0,100130,478200231128,Financial,Purchase,Ecommerce,Yes,Swipe,DS-0003,Store A,Pass,Pass,2025-05-20,UTI-90A8EBEC1341,ONR-6BE47B60C4,FNB,556964,Online,Debit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-06-03T06:49:35,TID7224,18422,5452,685.65,685.65,580122******1940,Mastercard,Debit,165538.0,100131,138857702551,Financial,Purchase,Chip,Yes,Contactless,DS-0003,Store J,Pass,Fail,2025-06-05,UTI-19E460C936F8,ONR-0B3C60EB92,TymeBank,580122,Online,Debit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-06-03T20:59:35,TID5244,31609,5373,253.81,253.81,403755******4311,Visa,Debit,995507.0,100132,358725716693,Financial,Purchase,Chip,Yes,Swipe,DS-0003,Store G,Pass,Pass,2025-06-05,UTI-AF58AAE2C4FD,ONR-E14E19D037,Standard Bank,403755,Online,Debit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-08-06T14:59:35,TID8583,12933,9575,313.37,313.37,407022******3973,Visa,Credit,239652.0,100133,844086123904,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0003,Store J,Pass,Pass,2025-08-07,UTI-9065381747F8,ONR-1E86919253,African Bank,407022,Online,Credit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-07-29T19:31:35,TID4325,60003,6109,1093.13,1093.13,431605******7278,Visa,Credit,159758.0,100134,150659931683,Financial,Purchase,Contactless,Yes,Contactless,DS-0003,Store A,Pass,Pass,2025-07-29,UTI-A9C92D2F685F,ONR-572B3E69FC,TymeBank,431605,3DS,Credit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-06-23T06:06:35,TID3565,81596,8977,463.98,463.98,548941******5721,Mastercard,Credit,786885.0,100135,476717312224,Financial,Purchase,Chip,Yes,Contactless,DS-0003,Store I,Pass,Pass,2025-06-23,UTI-F7911B42ADCB,ONR-6783F3C330,FNB,548941,Online,Credit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-07-17T13:16:35,TID3749,78919,3257,61.87,61.87,401882******6020,Visa,Credit,862898.0,100136,786026213472,Financial,Purchase,Contactless,Yes,Contactless,DS-0003,Store J,Pass,Pass,2025-07-17,UTI-383D86061AC2,ONR-83EBFF0174,ABSA,401882,3DS,Credit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-05-22T08:38:35,TID8643,63291,4088,825.51,825.51,475035******1970,Visa,Credit,299277.0,100137,777765946257,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0003,Store J,Pass,Pass,2025-05-24,UTI-AC5C7A840753,ONR-DAB0E77CC8,Nedbank,475035,3DS,Credit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-07-22T01:14:35,TID3676,88537,3967,729.85,729.85,356994******4168,Amex,Credit,196558.0,100138,211459313748,Financial,Purchase,Swipe,Yes,Contactless,DS-0003,Store D,Pass,Pass,2025-07-24,UTI-29763316CB78,ONR-22E1E1B5AF,Capitec,356994,Online,Credit,00 - Approved or completed successfully
M003 - Merchant Cedar Market,2025-08-04T22:01:35,TID9357,75312,1954,320.75,0.0,508627******0591,Mastercard,Debit,,100139,697910381590,Financial,Purchase,Ecommerce,No,Contactless,DS-0003,Store I,Pass,Fail,,UTI-EF284DCCAE98,ONR-7C26F1BC9F,Nedbank,508627,Online,Debit,00 - Approved or completed successfully
